origin_code,destination_code,sector,trade
1.0,1.0,0,19187886.12371
1.0,1.0,1,8446972.0738
1.0,2.0,0,215757.475471
1.0,2.0,1,270098.72379
1.0,3.0,0,43590.907125
1.0,3.0,1,62787.388095999995
1.0,4.0,0,91914.19140499999
1.0,4.0,1,99084.248591
1.0,5.0,0,29298.294701
1.0,5.0,1,36982.700382
1.0,6.0,0,15269.653213
1.0,6.0,1,24201.920951
1.0,7.0,0,117074.691903
1.0,7.0,1,182787.688058
1.0,8.0,0,24008.233549999997
1.0,8.0,1,41814.226043
1.0,9.0,0,13283.698984
1.0,9.0,1,17098.722538
1.0,10.0,0,17988.823655
1.0,10.0,1,25364.595823999996
1.0,11.0,0,67034.832996
1.0,11.0,1,141898.421265
1.0,12.0,0,104893.35751900001
1.0,12.0,1,162421.856981
2.0,1.0,0,201526.28956399998
2.0,1.0,1,405465.61611199996
2.0,2.0,0,23192880.725438
2.0,2.0,1,11582998.856963001
2.0,3.0,0,35831.350557
2.0,3.0,1,85338.580926
2.0,4.0,0,96727.910925
2.0,4.0,1,216032.887755
2.0,5.0,0,40391.815305000004
2.0,5.0,1,66991.278541
2.0,6.0,0,28482.889041
2.0,6.0,1,55854.967823
2.0,7.0,0,31529.225791999997
2.0,7.0,1,52984.072182
2.0,8.0,0,26976.852151
2.0,8.0,1,60935.136082
2.0,9.0,0,92337.109107
2.0,9.0,1,144425.154737
2.0,10.0,0,23790.556058000002
2.0,10.0,1,47006.885725
2.0,11.0,0,11668.745402
2.0,11.0,1,42336.443432
2.0,12.0,0,177288.516304
2.0,12.0,1,301208.760987
3.0,1.0,0,26241.593721999998
3.0,1.0,1,103574.68522300001
3.0,2.0,0,32625.020005
3.0,2.0,1,60963.070918
3.0,3.0,0,5456171.1335080005
3.0,3.0,1,3283881.75705
3.0,4.0,0,37529.619203
3.0,4.0,1,114468.755826
3.0,5.0,0,2268.284317
3.0,5.0,1,5967.9511139999995
3.0,6.0,0,3989.31647
3.0,6.0,1,13521.861738
3.0,7.0,0,2671.7186870000005
3.0,7.0,1,10373.724985
3.0,8.0,0,15228.620434
3.0,8.0,1,49594.146095
3.0,9.0,0,2376.4539990000003
3.0,9.0,1,10755.737685
3.0,10.0,0,4612.995115
3.0,10.0,1,17570.023333
3.0,11.0,0,2756.689671
3.0,11.0,1,13116.359403999999
3.0,12.0,0,51157.050763
3.0,12.0,1,120579.669463
4.0,1.0,0,50426.300533
4.0,1.0,1,354308.736784
4.0,2.0,0,59303.462447
4.0,2.0,1,311115.88121699996
4.0,3.0,0,24732.144503
4.0,3.0,1,155511.419601
4.0,4.0,0,11825682.940546
4.0,4.0,1,12343871.250488
4.0,5.0,0,4803.101420999999
4.0,5.0,1,35291.046474999996
4.0,6.0,0,8210.560941
4.0,6.0,1,58224.067836
4.0,7.0,0,7528.077606
4.0,7.0,1,47995.677348
4.0,8.0,0,18428.71097
4.0,8.0,1,86796.249602
4.0,9.0,0,11158.746448
4.0,9.0,1,53845.960376999996
4.0,10.0,0,7323.782596
4.0,10.0,1,48775.257451
4.0,11.0,0,5415.887022999999
4.0,11.0,1,53821.96681
4.0,12.0,0,67552.299186
4.0,12.0,1,316098.52610200003
5.0,1.0,0,15387.894906
5.0,1.0,1,25927.159088
5.0,2.0,0,32610.393706
5.0,2.0,1,27193.321772
5.0,3.0,0,7677.691403
5.0,3.0,1,4585.482556
5.0,4.0,0,43171.325586
5.0,4.0,1,8856.913976
5.0,5.0,0,2573050.34008
5.0,5.0,1,1358351.587245
5.0,6.0,0,3211.799051
5.0,6.0,1,3093.720017
5.0,7.0,0,1802.1437620000002
5.0,7.0,1,2358.515452
5.0,8.0,0,4014.926314
5.0,8.0,1,1660.559897
5.0,9.0,0,1342.441724
5.0,9.0,1,3366.942661
5.0,10.0,0,308.131621
5.0,10.0,1,517.927165
5.0,11.0,0,1150.674547
5.0,11.0,1,3988.0959839999996
5.0,12.0,0,16727.796518
5.0,12.0,1,34072.604353
6.0,1.0,0,14580.810256
6.0,1.0,1,78022.616193
6.0,2.0,0,22263.253361
6.0,2.0,1,81222.750677
6.0,3.0,0,2175.957078
6.0,3.0,1,10832.335178000001
6.0,4.0,0,8517.903479
6.0,4.0,1,19290.160341
6.0,5.0,0,2288.864077
6.0,5.0,1,11075.983808
