origin_code,destination_code,sector,trade
1.0,1.0,0,20861539.39022
1.0,1.0,1,8595683.711954001
1.0,2.0,0,234947.563906
1.0,2.0,1,284873.905806
1.0,3.0,0,41705.110608999996
1.0,3.0,1,67912.554348
1.0,4.0,0,115539.024974
1.0,4.0,1,119347.432564
1.0,5.0,0,20994.046755
1.0,5.0,1,28491.264513000002
1.0,6.0,0,15859.69413
1.0,6.0,1,23446.598400000003
1.0,7.0,0,108665.790782
1.0,7.0,1,166717.99137499998
1.0,8.0,0,27208.116256
1.0,8.0,1,40826.301457
1.0,9.0,0,8701.318069
1.0,9.0,1,13446.319951
1.0,10.0,0,16714.092358
1.0,10.0,1,23498.829957
1.0,11.0,0,70696.568658
1.0,11.0,1,143474.996754
1.0,12.0,0,107334.66888000001
1.0,12.0,1,153492.545788
2.0,1.0,0,215734.769425
2.0,1.0,1,463438.19238699996
2.0,2.0,0,20739818.443816997
2.0,2.0,1,10278801.304065
2.0,3.0,0,33673.509141
2.0,3.0,1,86819.470512
2.0,4.0,0,122116.961489
2.0,4.0,1,216299.991156
2.0,5.0,0,32186.703496000002
2.0,5.0,1,48439.219837
2.0,6.0,0,29391.048814
2.0,6.0,1,55225.623108
2.0,7.0,0,24534.242329
2.0,7.0,1,48621.856728
2.0,8.0,0,24724.335647
2.0,8.0,1,59703.568006
2.0,9.0,0,54589.175874
2.0,9.0,1,76871.64013000001
2.0,10.0,0,19789.285111
2.0,10.0,1,38973.760436
2.0,11.0,0,11216.628445
2.0,11.0,1,42154.60346699999
2.0,12.0,0,176564.33368
2.0,12.0,1,282652.775518
3.0,1.0,0,28292.295616
3.0,1.0,1,107071.958201
3.0,2.0,0,37630.708627
3.0,2.0,1,63837.401176
3.0,3.0,0,4427542.774452
3.0,3.0,1,2686534.908028
3.0,4.0,0,42546.671474999996
3.0,4.0,1,108991.220309
3.0,5.0,0,1584.566073
3.0,5.0,1,4281.3895
3.0,6.0,0,3627.2210240000004
3.0,6.0,1,11900.25418
3.0,7.0,0,2323.515957
3.0,7.0,1,8973.591622
3.0,8.0,0,11428.960963000001
3.0,8.0,1,36594.836228
3.0,9.0,0,1379.701891
3.0,9.0,1,5828.9113130000005
3.0,10.0,0,3700.836569
3.0,10.0,1,14249.837157000002
3.0,11.0,0,2598.8544060000004
3.0,11.0,1,13248.818769
3.0,12.0,0,46450.592833999995
3.0,12.0,1,113213.198936
4.0,1.0,0,59840.503956
4.0,1.0,1,400438.03634500003
4.0,2.0,0,65228.786491
4.0,2.0,1,321124.042913
4.0,3.0,0,24092.630982000002
4.0,3.0,1,151831.78002
4.0,4.0,0,14300062.106773
4.0,4.0,1,14694304.80206
4.0,5.0,0,3938.9576210000005
4.0,5.0,1,29528.829061999997
4.0,6.0,0,10631.06689
4.0,6.0,1,73150.727762
4.0,7.0,0,7511.552939
4.0,7.0,1,46602.716464
4.0,8.0,0,19556.859061
4.0,8.0,1,86042.81754
4.0,9.0,0,8222.664648
4.0,9.0,1,36605.142789000005
4.0,10.0,0,7276.686124
4.0,10.0,1,46749.227564
4.0,11.0,0,6376.426311
4.0,11.0,1,60268.069815
4.0,12.0,0,75666.980626
4.0,12.0,1,337055.181816
5.0,1.0,0,13999.59938
5.0,1.0,1,22992.958688
5.0,2.0,0,25223.418159
5.0,2.0,1,21609.176945
5.0,3.0,0,4320.602635
5.0,3.0,1,4346.179636999999
5.0,4.0,0,36498.589005
5.0,4.0,1,9619.857843
5.0,5.0,0,1911035.3854770001
5.0,5.0,1,924976.807881
5.0,6.0,0,2794.850887
5.0,6.0,1,2914.19566
5.0,7.0,0,1124.138492
5.0,7.0,1,2315.710576
5.0,8.0,0,3124.512142
5.0,8.0,1,1586.353973
5.0,9.0,0,1238.471503
5.0,9.0,1,2216.343147
5.0,10.0,0,286.227766
5.0,10.0,1,406.763243
5.0,11.0,0,1117.882982
5.0,11.0,1,3808.8682909999998
5.0,12.0,0,16057.518623
5.0,12.0,1,25842.292461999998
6.0,1.0,0,13879.275913000001
6.0,1.0,1,77665.73307799999
6.0,2.0,0,17868.786183
6.0,2.0,1,68944.007923
6.0,3.0,0,1547.143018
6.0,3.0,1,8515.131408000001
6.0,4.0,0,9742.209692999999
6.0,4.0,1,25005.915033999998
6.0,5.0,0,1414.213538
6.0,5.0,1,6579.593357
6.0,6.0,0,2349231.0165170003
6.0,6.0,1,1180653.674547
6.0,7.0,0,903.750135
6.0,7.0,1,5533.975849
6.0,8.0,0,1704.2323569999999
6.0,8.0,1,6751.555547
6.0,9.0,0,986.436618
6.0,9.0,1,2644.227819
6.0,10.0,0,1472.903898
6.0,10.0,1,6080.133804
6.0,11.0,0,520.374104
6.0,11.0,1,3743.418187
6.0,12.0,0,14055.53423
6.0,12.0,1,54396.730545
7.0,1.0,0,129655.881661
7.0,1.0,1,180313.063866
7.0,2.0,0,27024.812463
7.0,2.0,1,18913.591912
7.0,3.0,0,6325.22239
7.0,3.0,1,4351.757303
7.0,4.0,0,14221.169649
7.0,4.0,1,22131.690162000003
7.0,5.0,0,1187.281073
7.0,5.0,1,1943.2704270000002
7.0,6.0,0,1635.6872640000001
7.0,6.0,1,1671.672944
7.0,7.0,0,1774005.805493
7.0,7.0,1,495491.733166
7.0,8.0,0,3044.349249
7.0,8.0,1,2035.6391050000002
7.0,9.0,0,610.003606
7.0,9.0,1,911.884095
7.0,10.0,0,1670.143876
7.0,10.0,1,1747.273199
7.0,11.0,0,3621.423922
7.0,11.0,1,7774.660473
7.0,12.0,0,9348.643552
7.0,12.0,1,8605.926609
8.0,1.0,0,9058.292558
8.0,1.0,1,73312.636924
8.0,2.0,0,9713.747371
8.0,2.0,1,62801.092754
8.0,3.0,0,5950.538434
8.0,3.0,1,29906.280911
8.0,4.0,0,30661.377821000002
8.0,4.0,1,161211.850393
8.0,5.0,0,973.1395269999999
8.0,5.0,1,6146.535899
8.0,6.0,0,2584.003022
8.0,6.0,1,17669.073828
8.0,7.0,0,770.77772
8.0,7.0,1,6904.559594
8.0,8.0,0,1442908.05487
8.0,8.0,1,1227128.823239
8.0,9.0,0,1154.301137
8.0,9.0,1,4770.4318729999995
8.0,10.0,0,1095.239188
8.0,10.0,1,12303.120307
8.0,11.0,0,1219.756589
8.0,11.0,1,14184.545435
8.0,12.0,0,16550.490859
8.0,12.0,1,87970.25697300001
9.0,1.0,0,7225.571862
9.0,1.0,1,17720.804443
9.0,2.0,0,104749.133149
9.0,2.0,1,79700.864308
9.0,3.0,0,9096.972431999999
9.0,3.0,1,7015.0659319999995
9.0,4.0,0,20082.883137
9.0,4.0,1,15793.026577999999
9.0,5.0,0,790.880912
9.0,5.0,1,1996.941932
9.0,6.0,0,1722.320586
9.0,6.0,1,3669.390702
9.0,7.0,0,566.552443
9.0,7.0,1,1028.2167379999999
9.0,8.0,0,6310.058379
9.0,8.0,1,5715.89278
9.0,9.0,0,1447599.537854
9.0,9.0,1,556368.221678
9.0,10.0,0,209.26044
9.0,10.0,1,147.43354699999998
9.0,11.0,0,288.127647
9.0,11.0,1,860.0209850000001
9.0,12.0,0,15261.982597
9.0,12.0,1,21201.536009
10.0,1.0,0,7527.789382000001
10.0,1.0,1,8515.899986
10.0,2.0,0,11987.417342
10.0,2.0,1,6344.534245
10.0,3.0,0,31770.885836
10.0,3.0,1,6675.511768
10.0,4.0,0,77204.006503
10.0,4.0,1,24732.509483
10.0,5.0,0,1345.075371
10.0,5.0,1,338.131078
10.0,6.0,0,7298.627636
10.0,6.0,1,1646.721638
10.0,7.0,0,946.9481129999999
10.0,7.0,1,1101.587529
10.0,8.0,0,13556.994931000001
10.0,8.0,1,4325.249371
10.0,9.0,0,304.155968
10.0,9.0,1,304.232522
10.0,10.0,0,1803375.815062
10.0,10.0,1,463671.465249
10.0,11.0,0,174.508446
10.0,11.0,1,238.565634
10.0,12.0,0,21880.931396
10.0,12.0,1,18758.956623
11.0,1.0,0,66740.973875
11.0,1.0,1,223419.41278400001
11.0,2.0,0,9901.601732
11.0,2.0,1,12523.866108
11.0,3.0,0,1787.7131960000002
11.0,3.0,1,2396.8055350000004
11.0,4.0,0,3627.5509340000003
11.0,4.0,1,6763.7521719999995
11.0,5.0,0,1010.335845
11.0,5.0,1,4357.332907
11.0,6.0,0,1616.014069
11.0,6.0,1,922.629523
11.0,7.0,0,5426.695636
11.0,7.0,1,19616.208666
11.0,8.0,0,1720.926136
11.0,8.0,1,2135.157028
11.0,9.0,0,177.099319
11.0,9.0,1,542.800612
11.0,10.0,0,1320.411761
11.0,10.0,1,1487.267866
11.0,11.0,0,1072602.7232690002
11.0,11.0,1,475476.665696
11.0,12.0,0,4125.321612
11.0,12.0,1,13126.930932
12.0,1.0,0,122998.317393
12.0,1.0,1,163207.13343400002
12.0,2.0,0,199362.99036199998
12.0,2.0,1,176917.112731
12.0,3.0,0,81195.903952
12.0,3.0,1,77200.078778
12.0,4.0,0,212278.35580000002
12.0,4.0,1,167765.473498
12.0,5.0,0,12718.755983
12.0,5.0,1,20908.034958999997
12.0,6.0,0,59967.909446000005
12.0,6.0,1,46434.712155
12.0,7.0,0,11679.008399999999
12.0,7.0,1,17136.589683
12.0,8.0,0,49966.052536999996
12.0,8.0,1,40642.264620999995
12.0,9.0,0,10560.560637999999
12.0,9.0,1,11278.284695999999
12.0,10.0,0,29263.643237
12.0,10.0,1,36999.108881
12.0,11.0,0,4749.553401
12.0,11.0,1,18948.770361
12.0,12.0,0,6477648.779414
12.0,12.0,1,3005084.551953
