origin_code,destination_code,sector,trade
1.0,1.0,0,16617923.041571334
1.0,1.0,1,7368950.327616
1.0,2.0,0,184538.690937
1.0,2.0,1,262186.50351866666
1.0,3.0,0,47404.91199966666
1.0,3.0,1,57496.37389333334
1.0,4.0,0,35668.14377066667
1.0,4.0,1,50322.05232566667
1.0,5.0,0,13826.886222666668
1.0,5.0,1,21438.283723999997
1.0,6.0,0,11226.355159333334
1.0,6.0,1,16124.047851333335
1.0,7.0,0,81680.03137633334
1.0,7.0,1,153799.763075
1.0,8.0,0,19463.57797833333
1.0,8.0,1,31622.73003733334
1.0,9.0,0,7512.028058
1.0,9.0,1,10912.687657
1.0,10.0,0,48537.48536533333
1.0,10.0,1,105273.26024366666
1.0,11.0,0,2947.014317333333
1.0,11.0,1,5876.389215666667
1.0,12.0,0,77304.86860133334
1.0,12.0,1,124710.00319200002
2.0,1.0,0,201627.78137999997
2.0,1.0,1,363841.05828066665
2.0,2.0,0,22778874.942354668
2.0,2.0,1,11878709.324786669
2.0,3.0,0,45055.945765000004
2.0,3.0,1,76789.15774666665
2.0,4.0,0,44692.564419333336
2.0,4.0,1,111897.16060433333
2.0,5.0,0,19029.767896666664
2.0,5.0,1,38532.19925766667
2.0,6.0,0,24387.054465666664
2.0,6.0,1,49553.088839000004
2.0,7.0,0,32742.061479000007
2.0,7.0,1,43226.750069
2.0,8.0,0,20466.424046
2.0,8.0,1,39964.390651333335
2.0,9.0,0,56353.42390166666
2.0,9.0,1,102466.04121200001
2.0,10.0,0,9214.360121666667
2.0,10.0,1,33220.912960333335
2.0,11.0,0,10441.442406333334
2.0,11.0,1,26236.884922333335
2.0,12.0,0,144470.11147099998
2.0,12.0,1,228280.9714116667
3.0,1.0,0,29050.411390333335
3.0,1.0,1,102544.56090866668
3.0,2.0,0,39983.88673666667
3.0,2.0,1,84328.461944
3.0,3.0,0,5010388.148455333
3.0,3.0,1,3257762.8866160004
3.0,4.0,0,30188.835930666668
3.0,4.0,1,96852.93550633332
3.0,5.0,0,1394.9742319999998
3.0,5.0,1,4946.936789
3.0,6.0,0,3280.0616616666666
3.0,6.0,1,10099.937886666667
3.0,7.0,0,3169.0550476666667
3.0,7.0,1,10910.45886
3.0,8.0,0,15001.274996333334
3.0,8.0,1,47053.94115666667
3.0,9.0,0,2095.8809193333336
3.0,9.0,1,10701.774760333334
3.0,10.0,0,2677.988716
3.0,10.0,1,11814.012448
3.0,11.0,0,838.604584
3.0,11.0,1,3502.1267093333336
3.0,12.0,0,41492.306666666664
3.0,12.0,1,105869.94353433333
4.0,1.0,0,30092.045224
4.0,1.0,1,242832.21807200005
4.0,2.0,0,40643.134888333334
4.0,2.0,1,223402.31946600004
4.0,3.0,0,18564.134575333333
4.0,3.0,1,98183.85483299999
4.0,4.0,0,5011559.845367334
4.0,4.0,1,5684052.130716001
4.0,5.0,0,1919.9950610000003
4.0,5.0,1,14517.893758333334
4.0,6.0,0,4281.331599666667
4.0,6.0,1,30774.115284333337
4.0,7.0,0,4433.652657
4.0,7.0,1,29441.819161333337
4.0,8.0,0,13070.909882666667
4.0,8.0,1,51811.80615333334
4.0,9.0,0,5364.371104333334
4.0,9.0,1,26771.306999666664
4.0,10.0,0,2145.176279
4.0,10.0,1,24096.03296766667
4.0,11.0,0,1305.0547796666667
4.0,11.0,1,9284.858363333333
4.0,12.0,0,42412.51606366667
4.0,12.0,1,149755.882025
5.0,1.0,0,12831.381084333334
5.0,1.0,1,23064.24969466667
5.0,2.0,0,22875.570834333335
5.0,2.0,1,28797.068065333337
5.0,3.0,0,3049.707315
5.0,3.0,1,4045.11504
5.0,4.0,0,13673.467542333334
5.0,4.0,1,3948.8429899999996
5.0,5.0,0,1530804.8220093334
5.0,5.0,1,1083753.5667743331
5.0,6.0,0,876.3304356666667
5.0,6.0,1,1438.3238939999999
5.0,7.0,0,776.0484110000001
5.0,7.0,1,2460.7396009999998
5.0,8.0,0,1777.3370616666668
5.0,8.0,1,1624.6181606666667
5.0,9.0,0,1199.318007
